"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=cerapoda"
"Access Time","Fri 2017-02-03 21:14:25 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","cerapoda"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.154"
"Records Found","3991"
"Records Returned","3991"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1171020","occ","","","49016","Anatosaurus sp.","genus","38756","subjective synonym of","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","12319"
"1171168","occ","","","52089","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Maastrichtian","","72.1","66","48217"
"1171169","occ","","","150931","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","48217"
"1171178","occ","","","150932","Ceratopsia indet.","unranked clade","38842","","Ceratopsia","unranked clade","38842","Maastrichtian","","72.1","66","48217"
"1171179","occ","","","150933","Anatosaurus annectens","species","64349","recombined as","Edmontosaurus annectens","species","54239","Maastrichtian","","72.1","66","12319"
"1171200","occ","31430","","52686","Triceratops ? horridus","species","63759","","Triceratops horridus","species","63766","Maastrichtian","","72.1","66","55599"
"1171317","occ","","","14601","cf. Triceratops sp.","genus","38862","","Triceratops","genus","38862","Lancian","","70.6","66","803"
"1171574","occ","","","45878","Anatosaurus annectens","species","64349","recombined as","Edmontosaurus annectens","species","54239","Maastrichtian","","72.1","66","12319"
"1171606","occ","","","150976","Anatosaurus sp.","genus","38756","subjective synonym of","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","12319"
"1171607","occ","","","52695","Anatosaurus sp.","genus","38756","subjective synonym of","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","12319"
"1171609","occ","","","11931","Anatosaurus sp.","genus","38756","subjective synonym of","Edmontosaurus","genus","38761","Maastrichtian","","72.1","66","12319"
"1171638","occ","","","131865","Anatosaurus sp.","genus","38756","subjective synonym of","Edmontosaurus","genus","38761","Late Maastrichtian","","70.6","66","12319"
"1171639","occ","","","57142","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Campanian","","83.6","72.1","12319"
"1171640","occ","","","150977","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Campanian","","83.6","72.1","12319"
"1171642","occ","","","150978","Corythosaurus casuarius","species","56403","","Corythosaurus casuarius","species","56403","Campanian","","83.6","72.1","12319"
"1171643","occ","","","52469","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Early Maastrichtian","","70.6","66","12319"
"1171644","occ","","","150979","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","Maastrichtian","83.5","66","12319"
"1171645","occ","","","150980","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Campanian","Maastrichtian","83.5","66","12319"
"1171646","occ","","","11899","Saurolophus osborni","species","53386","","Saurolophus osborni","species","53386","Early Maastrichtian","","70.6","66","12319"
"1171647","occ","","","51966","Saurolophus sp.","genus","38768","","Saurolophus","genus","38768","Early Maastrichtian","","70.6","66","12319"
"1179352","occ","","","151952","n. gen. Yunganglong n. sp. datongensis","species","280676","","Yunganglong datongensis","species","280676","Cenomanian","Santonian","100.5","83.6","48567"
"1180435","occ","","","106277","Hadrosaurus ? sp.","genus","38762","","Hadrosaurus","genus","38762","Campanian","","83.6","72.1","35425"
"1182424","occ","","","128461","Triceratops prorsus","species","63770","","Triceratops prorsus","species","63770","Lancian","","70.6","66","49054"
"1182425","occ","","","152399","Triceratops prorsus","species","63770","","Triceratops prorsus","species","63770","Maastrichtian","","72.1","66","49054"
"1182426","occ","","","152400","Triceratops cf. prorsus","species","63770","","Triceratops prorsus","species","63770","Maastrichtian","","72.1","66","49054"
"1182427","occ","","","152401","Triceratops cf. prorsus","species","63770","","Triceratops prorsus","species","63770","Maastrichtian","","72.1","66","49054"
"1182428","occ","29342","","152402","Torosaurus sp.","genus","38861","","Torosaurus","genus","38861","Maastrichtian","","72.1","66","49054"
"1182429","occ","","","152403","Edmontosaurus ? sp.","genus","38761","","Edmontosaurus","genus","38761","Middle Campanian","Late Campanian","83.5","70.6","49055"
"1182432","occ","","","152403","Arrhinoceratops sp.","genus","38853","","Arrhinoceratops","genus","38853","Middle Campanian","Late Campanian","83.5","70.6","49055"
"1183821","occ","31190","","152639","Iguanodon bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Early Aptian","","125.45","122.46","49177"
"1187877","occ","32345","F","153394","Spheroolithus spheroides","species","285506","","Spheroolithus spheroides","species","100397","Late Cretaceous","","100.5","66","49413"
"1187878","occ","","F","153394","Spheroolithus megadermus","species","68507","","Spheroolithus megadermus","species","68506","Late Cretaceous","","100.5","66","49413"
"1187920","occ","","F","153395","Spheroolithus megadermus","species","68507","","Spheroolithus megadermus","species","68506","Late Cretaceous","","100.5","66","49413"
"1187921","occ","","F","153395","Spheroolithus spheroides","species","285506","","Spheroolithus spheroides","species","100397","Late Cretaceous","","100.5","66","49413"
"1187922","occ","","F","153396","Spheroolithus spheroides","species","285506","","Spheroolithus spheroides","species","100397","Late Cretaceous","","100.5","66","49413"
"1187923","occ","","F","153396","Spheroolithus megadermus","species","68507","","Spheroolithus megadermus","species","68506","Late Cretaceous","","100.5","66","49413"
"1187984","occ","","","153397","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Late Tithonian","Valanginian","150.8","132.9","49417"
"1188024","occ","","","89990","Rhabdodon sp.","genus","38753","","Rhabdodon","genus","38753","Late Campanian","","83.5","70.6","49429"
"1189704","occ","","","153475","Zalmoxes cf. shqiperorum","species","66744","","Zalmoxes shqiperorum","species","66744","Late Campanian","Early Maastrichtian","83.5","66","49557"
"1189855","occ","","","153482","Zalmoxes robustus ?","species","66743","","Zalmoxes robustus","species","66741","Late Campanian","","83.5","70.6","49557"
"1189857","occ","","","115004","Zalmoxes sp.","genus","66740","","Zalmoxes","genus","66740","Early Maastrichtian","","70.6","66","49557"
"1189877","occ","","","93729","Zalmoxes sp.","genus","66740","","Zalmoxes","genus","66740","Maastrichtian","","72.1","66","49557"
"1191067","occ","31409","","68466","Ornithopoda ? indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Berriasian","","145","139.8","28739"
"1191069","occ","","","153888","Rhabdodon sp.","genus","38753","","Rhabdodon","genus","38753","Maastrichtian","","72.1","66","49868"
"1191070","occ","","","153889","Rhabdodon sp.","genus","38753","","Rhabdodon","genus","38753","Maastrichtian","","72.1","66","49868"
"1193144","occ","","I","154185","Caririchnium sp.","genus","68031","","Caririchnium","genus","68031","Albian","","113","100.5","50009"
"1193147","occ","","I","154186","Caririchnium sp.","genus","68031","","Caririchnium","genus","68031","Albian","","113","100.5","50009"
"1193150","occ","","I","154187","Caririchnium sp.","genus","68031","","Caririchnium","genus","68031","Albian","","113","100.5","50009"
"1193154","occ","","I","154188","Caririchnium sp.","genus","68031","","Caririchnium","genus","68031","Albian","","113","100.5","50009"
"1193155","occ","","I","154189","Caririchnium sp.","genus","68031","","Caririchnium","genus","68031","Albian","","113","100.5","50009"
"1193157","occ","","I","154191","Caririchnium sp.","genus","68031","","Caririchnium","genus","68031","Albian","","113","100.5","50009"
"1193158","occ","","I","154192","Caririchnium sp.","genus","68031","","Caririchnium","genus","68031","Albian","","113","100.5","50009"
"1193160","occ","","I","154193","Caririchnium sp.","genus","68031","","Caririchnium","genus","68031","Albian","","113","100.5","50009"
"1193164","occ","","I","154194","Caririchnium sp.","genus","68031","","Caririchnium","genus","68031","Albian","","113","100.5","50009"
"1193165","occ","","I","154195","Caririchnium sp.","genus","68031","","Caririchnium","genus","68031","Albian","","113","100.5","50009"
"1198061","occ","","","28459","Iguanodontia indet.","unranked clade","104725","","Iguanodontia","unranked clade","52805","Late Campanian","Early Maastrichtian","83.5","66","25672"
"1198531","occ","","","127678","Protoceratops andrewsi","species","52824","","Protoceratops andrewsi","species","52824","Campanian","","83.6","72.1","50510"
"1198532","occ","","","127678","Protoceratops cf. andrewsi","species","52824","","Protoceratops andrewsi","species","52824","Campanian","","83.6","72.1","50510"
"1200016","occ","","","155218","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Middle Campanian","","83.5","70.6","50615"
"1200168","occ","","","52475","n. gen. Procheneosaurus praeceps","species","76810","subjective synonym of","Lambeosaurus lambei","species","56724","Late Campanian","","83.5","70.6","12319"
"1202190","occ","","","13000","Centrosaurinae indet.","subfamily","53953","","Centrosaurinae","subfamily","53953","Campanian","Early Campanian","83.6","70.6","50790"
"1202692","occ","","","155619","Neoceratopsia indet.","infraorder","52774","","Neoceratopsia","infraorder","52774","Hauterivian","Barremian","132.9","125","50828"
"1203762","occ","","IF","60502","n. gen. Qiyunshanpus n. sp. xiaohutianensis","species","293935","nomen nudum","Qiyunshanpus","genus","293934","Campanian","Maastrichtian","83.6","66","50964"
"1204405","occ","","","155974","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Maastrichtian","","70.6","66","51041"
"1205119","occ","","","156124","Zalmoxes sp.","genus","66740","","Zalmoxes","genus","66740","Late Campanian","Early Maastrichtian","83.5","66","49557"
"1205124","occ","","","97813","Telmatosaurus sp.","genus","64068","","Telmatosaurus","genus","64068","Early Maastrichtian","","70.6","66","49557"
"1205129","occ","","","85496","Zalmoxes ? sp.","genus","66740","","Zalmoxes","genus","66740","Early Maastrichtian","","70.6","66","49557"
"1205131","occ","","","115001","Zalmoxes sp.","genus","66740","","Zalmoxes","genus","66740","Late Maastrichtian","","70.6","66","49557"
"1205133","occ","","","156125","Zalmoxes sp.","genus","66740","","Zalmoxes","genus","66740","Early Maastrichtian","","70.6","66","49557"
"1206791","occ","","","156536","Mercuriceratops gemini","species","295749","","Mercuriceratops gemini","species","295749","Late Campanian","","83.5","70.6","51303"
"1206792","occ","","","156538","n. gen. Mercuriceratops n. sp. gemini","species","295749","","Mercuriceratops gemini","species","295749","Late Campanian","","83.5","70.6","51303"
"1208345","occ","","","156799","Arrhinoceratops brachyops","species","63401","","Arrhinoceratops brachyops","species","63401","Late Campanian","Early Maastrichtian","83.5","66","51409"
"1209911","occ","31049","","68453","Ornithopoda indet.","unranked clade","38713","","Ornithopoda","unranked clade","38713","Berriasian","","145","139.8","29949"
"1209979","occ","","","157025","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Late Albian","","105.3","99.6","51467"
"1210224","occ","","","157097","n. gen. Zhanghenglong n. sp. yangchengensis","species","296575","","Zhanghenglong yangchengensis","species","296575","Santonian","","86.3","83.6","51516"
"1210697","occ","","","157188","Hadrosauridae indet.","family","38755","","Hadrosauridae","family","38755","Late Maastrichtian","","70.6","66","51521"
"1210702","occ","","","157189","Edmontosaurus sp.","genus","38761","","Edmontosaurus","genus","38761","Late Maastrichtian","","70.6","66","51520"
"1210703","occ","","","157189","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Late Maastrichtian","","70.6","66","51520"
"1211188","occ","","IF","157240","cf. Anomoepus indet.","genus","67049","","Anomoepus","genus","67049","Norian","Rhaetian","228","201.3","51623"
"1211189","occ","","I","157240","cf. Moyenisauropus indet.","genus","52872","","Moyenisauropus","genus","52872","Norian","Rhaetian","228","201.3","51623"
"1211340","occ","30039","","96817","Iguanodon bernissartensis","species","58905","","Iguanodon bernissartensis","species","58905","Barremian","","129.4","125","51648"
"1211342","occ","","","157299","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Barremian","","129.4","125","51648"
"1215381","occ","","","114198","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Maastrichtian","","72.1","66","51935"
"1215902","occ","31623","I","158277","cf. Hadrosauropodus langstoni","species","81013","","Hadrosauropodus langstoni","species","81013","Late Maastrichtian","","70.6","66","56054"
"1215908","occ","32971","","158281","Rhabdodon cf. priscus","species","66745","","Rhabdodon priscus","species","96110","Late Campanian","","83.5","70.6","55386"
"1216614","occ","","","158767","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Berriasian","Early Valanginian","145","136.4","52010"
"1221314","occ","","IF","136774","n. gen. Struthopus n. sp. schaumburgensis","species","85820","","Struthopus schaumburgensis","species","85820","Late Berriasian","","145","140.2","52185"
"1222291","occ","","","160134","Iguanodon sp.","genus","38749","","Iguanodon","genus","38749","Late Hauterivian","","136.4","130","23494"
"1223296","occ","","","160382","Ornithopoda indet.","unranked clade","147918","","Ornithopoda","unranked clade","38713","Barremian","","129.4","125","52296"
